HUL Code,HUL Outlet Name,Shikhar Onboarding,DETS ME Name,DETS Beat,FnR ME Name,FnR Beat,ECO,Shikhar
HUL-216252F-1842,NORTH POINT(BAG BAZ.)-F-D,YES,Anjan Sarkar,D-M M TALA_COMM,Debojyoti Ghosh,F-M M TALA,7714.98,14977.66
HUL-217701D-P6277,NU ANJANI STORE-U2NC,YES,Sanjay Das,D-Canning 3,0,,1172.12,6741.86
WB70000102032,OLD KALIMATA STORES-D-D,NO,0,,0,,0,0
HUL-217701D-P13160,OM LAKSHMI-D,YES,Sandip Saha,D-KALAKAR STREET,0,,0,0
HUL-217701D-P13885,OM MASALA DEPO-D,YES,0,,Md. Asraf Ashraf,F-BURTOLA RETAIL,38845.22,0
HUL-217701D-P16514,Om Sai Bhander-D,YES,Anjan Sarkar,D-NATUN BAZAR-2,Soumik Ghosh,F-NATUNBAZAR 2,2739.53,0
HUL-217701D-P21665,OM SAIRAM-D,YES,0,,0,,252.4,0
HUL-217701D-P13675,OM STORES-D,YES,Anjan Sarkar,D-BORTALA STREET 1,0,,4019.4,0
HUL-217701D-P21784,OMM ENTERPRISE-D,YES,0,,0,,16352.74,0
HUL-217085D-PAR433,P & COMPANY-D-D,YES,Sourav Das,D-MECHUA 2,0,,1861.38,0
HUL-217085D-P1224,P Ghosh-D-D,YES,S K Islam,D-HASTINGS,Soumik Ghosh,F-HASTINGS EXTRA,0,0
HUL-217701D-P16190,P HALDER-D,YES,0,,Soumik Ghosh,F- R.D.SARKAR STREET,964.12,0
HUL-217085D-PAR435,P K Parui-D-D,YES,Sunil Mullick,D- D.C. M. STREET 2,Debojyoti Ghosh,F-D C M STREET,10478.02,2560.73
HUL-217701D-P11307,P LAHA-D,YES,Anjan Sarkar,D-R.D.SARKAR_COMM,Debojyoti Ghosh,F-CHATU BABU BAZAR,4017.28,0
HUL-217085D-PAR537,P PAUL-D-D,YES,Sandip Saha,D-CHATTUBABU BAZAR,Debojyoti Ghosh,F-CHATU BABU BAZAR,1895.03,6400.99
HUL-217701D-P10867,P.C.PAUL-D,NO,0,,0,,17577.28,0
HUL-217701D-P6619,P.KOLEY--D-D,YES,Sandip Saha,D-CHATTUBABU BAZAR,0,,3338.18,0
HUL-217701D-P7218,P.L GUPTA-D,YES,Anjan Sarkar,D-M M TOLA 2,Rajesh Karmakar,F-M.M.TOLA 2,5676.55,699.8
HUL-217701D-P17148,P.N.Stores-D,YES,0,,Debojyoti Ghosh,F-KHOTTA BAZAR,1510.72,-518.5
HUL-217701D-P17649,Pamela Enterprises-D,YES,Sandip Saha,D-B. M STREET,Debojyoti Ghosh,F-B M STREET,4380.06,1936.76
WB70000702112,PANCHANAN SADHUKA-D-D,NO,Deepak Kumar Patel,D-RAJAKATRA - 1,Md. Asraf Ashraf,F-RAJA KATRA,2783.53,0
HUL-217701D-P10862,PANDEY COSMETICS-D,NO,0,,0,,907.82,0
HUL-217701D-P17751,PANDEYS-D,NO,Anjan Sarkar,D-NATUN BAZAR-2,0,,0,0
HUL-217701D-P11622,PANKAJ STORES-D,YES,Deepak Kumar Patel,D-BABU BAZAR 2,0,,582.14,6962.61
HUL-217701D-P13041,Pankaj Stores-U2NC,YES,Sandip Saha,D-DURGA CHARAN MITRA STREET,0,,686.17,0
HUL-217085D-P1394,PANNA STORES-D-D,NO,Subir Mondal,D-JORABAGAN ST,Soumik Ghosh,F- NIMTALA GHAT STREET,1350.35,0
HUL-217701D-P22141,Panvhanan Stores-D,YES,0,,0,,1276.04,0
HUL-217701D-P17305,Pappu Chourasia-D,YES,Sandip Saha,D-CHATTUBABU BAZAR,Debojyoti Ghosh,F-CHATU BABU BAZAR,6587.28,0
HUL-217701D-P21546,Pappu Kumar singh-D,NO,0,,0,,211.57,0
HUL-217701D-P11397,pappu shaw-D,YES,Sourav Das,D-ZAKARIA STREET,Koina Prasad,F-M.G.ROAD,17341.88,0
HUL-217701P22425,paramita medical centre,NO,0,,0,,0,0
HUL-217085D-PAR443,Patur Dokan-D-D,YES,Sunil Mullick,D-R.D.STREET_COMM,Debojyoti Ghosh,F-R D STREET,24757.58,6623.45
WB70000102060,PAUL ENTERPRISE(K.O.)-D-D,YES,0,,0,,99097.65,5978.21
HUL-217432D-P005,PAUL ENTERPRISE(R.K.)-D-D,YES,Deepak Kumar Patel,D-RAJAKATRA - 1,0,,660.81,13968.11
HUL-217701D-P14932,Paul Store-D,YES,0,,Debojyoti Ghosh,F-M M TALA,633.68,0
HUL-217085D-PAR151,PAUL VARIETY ST-D-D,YES,S K Islam,D-B K PAUL,Koina Prasad,F-B.K.PAUL,2765.16,0
HUL-217701D-P14464,PAULSON-D,NO,Deepak Kumar Patel,D-RAJAKATRA - 3_COMM,0,,0,0
HUL-217701D-P7233,PAWAN KR.GANESH KR-D,YES,Sandip Saha,D-CHATTUBABU BAZAR,Debojyoti Ghosh,F-CHATU BABU BAZAR,16602.31,0
HUL-217701D-P6852,Payel-D,YES,Sandip Saha,D-DURGA CHARAN MITRA STREET,0,,1084.84,0
HUL-217701D-P13750,PEER ALI-D,NO,0,,0,,0,0
HUL-217701D-P13051,PHULCHAND PANDIT & SON-D,YES,Sunil Mullick,D- D.C. M. STREET 2,Debojyoti Ghosh,F-D C M STREET,20526.65,1023.27
HUL-217085P-P464,PINKY STORES(R.D)-P-D,YES,Sunil Mullick,D-R.D.STREET_COMM,Debojyoti Ghosh,F-R D STREET,13566.06,4015.72
HUL-217701D-P16182,Piyush Store-D,YES,Anjan Sarkar,D-M M TALA_COMM,0,,17481.87,8987.99
HUL-217701D-P21763,Pooja Trading Company-D,NO,0,,Md. Asraf Ashraf,F-RAJA KATRA,17149.64,0
HUL-217085D-PAR448,PoojaFoodStores-D-D,YES,Sourav Das,D-D.C.M STREET,Debojyoti Ghosh,F-D C M STREET,14914.08,0
HUL-217085D-PAR447,POOJASTORES-D-D,YES,Anjan Sarkar,D-M M TALA_COMM,Debojyoti Ghosh,F-M M TALA,24996.86,0
HUL-217701D-P6553,POONAM VARIETY STORES,YES,Sunil Mullick,D-KALAKAR STREET 2,Rajesh Karmakar,F-KALAKAR STREET 2,10498.74,892.24
HUL-217701D-P11525,PRACHI STORES-D,YES,Sandip Saha,D-NIMTALA GHAT STREET,Soumik Ghosh,F- NIMTALA GHAT STREET,3304.71,7472.82
HUL-217085D-PAR453,PRADIP Kr SHOW-D-D,YES,Subir Mondal,D- NATUN BAZAR 3,0,,4509.23,0
HUL-217701D-P4540,Pradip Store--Ic-D,YES,Subir Mondal,D-KHOTTA BAZAR-WHOLESALE,0,,0,1657.17
HUL-217701D-P15393,Pradip Stores-D,NO,Anjan Sarkar,D-M M TOLA 2,0,,1383.68,0
HUL-217085D-PAR455,PRADIP TRADING-D-D,NO,Sunil Mullick,D-KALAKAR STREET 2,0,,4300.31,0
HUL-217085D-P3656,PRAKASH HALDAR-D-D,YES,Anjan Sarkar,D-NATUN BAZAR-2,0,,330.64,4098.39
HUL-217701D-P13635,PRAKASH KUMAR GUPTA-D,YES,Sandip Saha,D-KALAKAR STREET,Rajesh Karmakar,F-KALAKAR STREET 2,4919.56,4482.19
WB70000120718,PRASAD ENT-D_U2NC,YES,0,,0,,0,0
HUL-217701D-P13223,PRASAD STORES-D,YES,Sunil Mullick,D-INDIA EXCHANGE PLACE_COMM,Soumik Ghosh,F-INDIA EXCH. PLACE,26675.85,7914.29
HUL-217701D-P13340,PRASANJIT GHOSH-D,YES,Sandip Saha,D-CHATTUBABU BAZAR,Debojyoti Ghosh,F-CHATU BABU BAZAR,125,0
HUL-217701D-P10847,PRATEEK STORE-D,NO,0,,0,,1578.42,0
HUL-217085D-PAR457,Pratima Stores-D-D,YES,Sunil Mullick,D-BAGBAZAR,Soumik Ghosh,F-BAG BAZAR,8144.85,0
HUL-217701D-P11718,PRAVAS STORE-D,NO,0,,0,,883.04,0
HUL-217701D-P17436,Pravin Store-D,YES,0,,0,,0,0
HUL-217085D-P1011,PRAYAG SHAW-D-D,YES,S K Islam,D-BOW STREET(2)_COMM,0,,1809.15,0
HUL-217085D-PAR237,Prem Chand Gupta-D-D,YES,Sourav Das,D-MECHUA 2,0,,1076.62,1113.33
HUL-217701D-P11082,PREM CHAND MATHUR-D,YES,Sourav Das,D-NIMTALA STREET 2,0,,1879.79,0
HUL-217701D-P13130,PREM KUMAR CHARAN PAHARI-D,YES,S K Islam,D-BOW STREET(2)_COMM,Koina Prasad,F-BOW STREET 2,6297.39,-8.77
HUL-217085D-P1393,PREM LAL-D-D,YES,Sourav Das,D-NIMTALA STREET 2,Rajesh Karmakar,F-NIMTALA 2,7620.94,2349.64
HUL-217701D-P15496,PREM PAN-D,NO,0,,0,,649.05,0
HUL-217701D-P13414,PRIYA RANJAB GUPTA-D,YES,Deepak Kumar Patel,D-BABU BAZAR 2,0,,484,0
HUL-217085D-P1166,PRIYAFANCYSTORES.-D-D,YES,0,,0,,0,0
HUL-217701D-P15122,Priyam-D,YES,0,,0,,1397.58,0
HUL-216252F-1197,PROVA STORE(CR. AV-1)-F-D,NO,0,,Md. Asraf Ashraf,F-NATUNBAZAR 1,1714.3,0
HUL-217085D-PAR459,PujaStores-D-D,YES,Sunil Mullick,D-AHARITOLA,Soumik Ghosh,F- AHIRITOLA STREET,7472.34,2366.65
HUL-217701D-P15152,Pulin Stores-D,NO,0,,Soumik Ghosh,F-INDIA EXCH. PLACE,1129.59,0
HUL-217085D-PAR460,Punit Kumar-D-D,YES,S K Islam,D-B K PAUL,Koina Prasad,F-B.K.PAUL,550.72,0
HUL-217701D-P12695,PURAKAYASTHO STORES-D,YES,0,,Soumik Ghosh,F-BAG BAZAR,1194.24,0
HUL-217701D-P13310,PURNIMA STORES-D,YES,Subir Mondal,D-NATUN BAZAR-1,0,,4144,0
HUL-217085D-PAR462,Purnima Stores-D-D,YES,0,,Rajesh Karmakar,F-MECHUA 2,385.73,0
HUL-217085D-PAR463,Pusparaj Stores-D-D,YES,Sunil Mullick,D-R.D.STREET_COMM,Debojyoti Ghosh,F-R D STREET,4697.56,0
HUL-217701D-P4226,PUSPARANI SADHUKHAN-D,YES,Subir Mondal,D-RAJAKATRA - 2,Md. Asraf Ashraf,F-RAJA KATRA,6413.5,28047.36
HUL-217701D-P12245,R C DAS-D,NO,0,,0,,4815.72,0
HUL-217085D-P1212,R C ROUTH-D-D,YES,S K Islam,D-HASTINGS,0,,1471.85,652.22
WB70000160746,R K AGARWAL & SONS (SVS)-D-D,YES,Sunil Mullick,D-INDIA EXCHANGE PLACE_COMM,Soumik Ghosh,F-INDIA EXCH. PLACE,4792.47,-8189.11
HUL-217701D-P22162,R K Golden Tea-D,NO,0,,Md. Asraf Ashraf,F-BAGREE MARKET,5173.39,0
HUL-217085D-PAR466,R K GUPTA-D-D,YES,Anjan Sarkar,D-BORTALA STREET 1,Md. Asraf Ashraf,F-BURTOLA RETAIL,8528.04,1313.85
HUL-217701D-P11122,R K STORES-D,YES,S K Islam,D-BOW STREET (1)_COMM,Koina Prasad,F-BOW STREET 2,2698.19,0
HUL-217085D-PAR148,R N GHOSH.-D-D,YES,S K Islam,D-B K PAUL,Koina Prasad,F-B.K.PAUL,4353.14,1440.66
HUL-217085D-PAR472,R N Shaw-D-D,NO,Sunil Mullick,D-AHARITOLA,0,,2283.32,0
HUL-217085D-PAR473,R P Gupta-D-D (JOY MATA ST.),YES,Sunil Mullick,D-AHARITOLA,0,,3428.67,1165.22
HUL-217701D-P22370,R R Cosmetic-D,NO,0,,0,,255.53,0
HUL-217701P22416,R R IMITATION,YES,0,,0,,0,131127
WB70000702063,R.C.SAMANTA-D-D,YES,Sanjay Das,D-RAJAKATRA 5,0,,123698.88,54000
HUL-217701D-P17238,R.J Shing.-D,YES,S K Islam,D-HASTINGS,Soumik Ghosh,F-HASTINGS EXTRA,1731.67,0
HUL-217701D-P12625,R.N.POREL-D,YES,0,,Koina Prasad,F-M.G.ROAD,315.99,664.67
WB70000120715,R.R.ARORA-D_U2NC,NO,0,,0,,0,0
HUL-217085P-P3559,RABI DAS-P-D,YES,Sourav Das,D-KHOTTA BAZAR,Debojyoti Ghosh,F-KHOTTA BAZAR,3914.2,0
HUL-217085D-PAR475,RABIN DEY-D-D,YES,Anjan Sarkar,D-M M TALA_COMM,Debojyoti Ghosh,F-M M TALA,2275.43,0
HUL-217701D-P6287,RADHA FANCY STORES-D,YES,0,,0,,2187.78,0
HUL-217701D-P17168,Radha Gobindo Stores-D,YES,Anjan Sarkar,D-NATUN BAZAR-2,Soumik Ghosh,F-NATUNBAZAR 2,1524.61,0
HUL-217085D-PAR476,Radha Govind Bhandar-D-D,NO,0,,Soumik Ghosh,F- NIMTALA GHAT STREET,283.74,0
HUL-217701D-P15886,Radha Kanta Pal-D,YES,Deepak Kumar Patel,D-RAJAKATRA - 3_COMM,0,,0,0
HUL-217085D-PAR478,Radhya Shyam Shaw-D-D,YES,Sourav Das,D-KHOTTA BAZAR,Debojyoti Ghosh,F-KHOTTA BAZAR,6708.53,0
HUL-217701D-P15077,Rahaman Stores-D,YES,S K Islam,D-PHEARS LANE,Koina Prasad,F-PHEARS LANE,1473.6,0
HUL-217701D-P10852,RAHMAN COSMETICS-D,YES,Sanjay Das,D-Canning 3,0,,56883.55,2160
HUL-217701D-P17775,rahul store-D,NO,Anjan Sarkar,D-M M TALA_COMM,0,,2057.7,0
HUL-217701P22407,Rahul Stores,NO,Subir Mondal,D-KHOTTA BAZAR-WHOLESALE,0,,3020.55,0
HUL-217701D-P16388,Raj Kumar Gupta-D,YES,Anjan Sarkar,D-RAM MANDIR,0,,213.27,0
WB70000702066,RAJ KUMAR KEDIA-D-D,YES,Sanjay Das,D-RAJAKATRA 5,Md. Asraf Ashraf,F-RAJA KATRA,2861.72,0
HUL-217701D-P16491,Raj Store-D,YES,S K Islam,D-HASTINGS,Soumik Ghosh,F-INDIA EXCH. PLACE,0,0
HUL-217701D-P17859,RAJA IMITATION-D,YES,Sanjay Das,D-GANESH MKT,0,,568837.07,86351.2
HUL-217701D-P15981,RAJA RAM SHAW-D,YES,S K Islam,D-HASTINGS,0,,265.06,0
HUL-217701D-P21749,RAJA STORES-D,NO,0,,0,,703.23,0
HUL-217701D-P11237,RAJBALLAVI STORES-D,YES,Anjan Sarkar,D-R.D.SARKAR_COMM,Soumik Ghosh,F- R.D.SARKAR STREET,6036.03,5872.55
HUL-217701D-P13620,RAJDEEP TRADING-D,YES,0,,Md. Asraf Ashraf,F-RAJA KATRA,77392,0
HUL-217085D-PAR483,Rajendra Kumar Gupta-D-D,YES,Sourav Das,D-NIMTALA STREET 2,Rajesh Karmakar,F-NIMTALA 2,4179.36,756.56
HUL-217701D-P13650,RAJENDRA PAUL-D,YES,Subir Mondal,D-JORABAGAN ST,Debojyoti Ghosh,F-KHOTTA BAZAR,4829.07,2437.95
HUL-217701D-P13303,RAJENDRA PRASAD SHAW-P-D,YES,Sourav Das,D-NIMTALA STREET 2,Rajesh Karmakar,F-NIMTALA 2,9898.08,1095.66
HUL-217701D-P6802,Rajendra Prasad Show-D-D,YES,S K Islam,D-B K PAUL,Koina Prasad,F-B.K.PAUL,8259.6,2188.22
HUL-217701D-P15683,Rajendra Stores-D,YES,0,,0,,0,0
HUL-217701D-P16590,RAJESH MEDICAL AND COMPANY - CC-D,YES,0,,0,,634505.4,427001.4
HUL-217701D-P12899,RAJESH SHAW-D,YES,0,,0,,1533.98,0
HUL-217085D-PAR580,RAJESH STORES.-D-D,YES,Sunil Mullick,D-AHARITOLA,Debojyoti Ghosh,F-KHOTTA BAZAR,8301.6,0
HUL-217085D-PAR485,Rajesh Stores-D-D,YES,Sunil Mullick,D-KALAKAR STREET 2,Rajesh Karmakar,F-KALAKAR STREET 2,18787.11,7914.82
WB70000702067,RAJESH TRADING-D-D,YES,0,,0,,0,0
HUL-217701D-P22057,Rajib & Ratan Tea Stall-D,YES,Subir Mondal,D-RAJAKATRA - 2,0,,9567.34,0
HUL-217085D-PAR226,RAJLAXMI STORES-D-D,YES,Anjan Sarkar,D-M M TOLA 2,Rajesh Karmakar,F-M.M.TOLA 2,49719.22,-281.52
HUL-216252F-C717,RAJLAXMI(B.K.PAL)-F-F,YES,0,,Soumik Ghosh,F- AHIRITOLA STREET,5634.87,1574.76
HUL-217701D-P13564,RAJU STORES-D,YES,Sandip Saha,D-B. M STREET,Debojyoti Ghosh,F-B M STREET,5177.94,0
HUL-217085D-PAR490,RajuBhandar-D-D,YES,Sunil Mullick,D-BAGBAZAR,Soumik Ghosh,F-BAG BAZAR,3877.33,1117.53
HUL-217701D-P12070,RAKESH CHOWRASIA-D,YES,S K Islam,D-BOW STREET(2)_COMM,Koina Prasad,F-BOW STREET 2,4115.83,1014.82
HUL-217701D-P14459,Rakhi Store-D,NO,Sandip Saha,D-DURGA CHARAN MITRA STREET,0,,0,0
HUL-217701D-P4381,RAM KRISHNA  BHANDER--IC-D,YES,Anjan Sarkar,D-M M TALA_COMM,Debojyoti Ghosh,F-M M TALA,1322.01,0
HUL-217085D-PAR493,Ram Bhander-D-D,YES,Subir Mondal,D- NATUN BAZAR 3,Rajesh Karmakar,F-NIMTALA 2,8966.81,1113.02
HUL-217701D-P17578,RAM BRICH CHOWRASIA SONS-D,YES,Subir Mondal,D-NATUN BAZAR-1,Md. Asraf Ashraf,F-NATUNBAZAR 1,6683.73,1132.96
HUL-217701D-P15516,Ram Janam Stores-D,YES,Sourav Das,D-KHOTTA BAZAR,0,,0,0
HUL-217085D-P1034,RAM KISHOR AGARWAL-D-D,YES,S K Islam,D-PHEARS LANE,Koina Prasad,F-PHEARS LANE,4318.03,0
HUL-217085D-PAR327,RAM KRISHNA BHANDER.-D-D,YES,Subir Mondal,D- NATUN BAZAR 3,Soumik Ghosh,F-NATUNBAZAR 2,0,0
HUL-217701F-P4326,RAM LAL SHAW-F,YES,Sourav Das,D-D.C.M STREET,Rajesh Karmakar,F-DURGA CHARAN MITRA STREET,22083.82,1131.66
HUL-217085D-PAR503,Ramdeo Shaw-D-D,YES,Sunil Mullick,D- D.C. M. STREET 2,Koina Prasad,F-B.K.PAUL,2040.71,1074.23
HUL-217085D-PAR504,Ramesh Ch. Dinesh Kumar-D-D,YES,Sandip Saha,D-KALAKAR STREET,Rajesh Karmakar,F-KALAKAR STREET 2,3729.37,369.35
HUL-217085D-P1284,Ramesh Kumar Shaw-D-D,YES,0,,0,,651.45,0
HUL-217085D-PAR505,Ramesh Sarma-D-D,YES,Subir Mondal,D-JORABAGAN ST,Debojyoti Ghosh,F-KHOTTA BAZAR,12784.89,-138.89
HUL-217701D-P17163,Ramgopal Store-D,YES,Sourav Das,D-KHOTTA BAZAR,0,,3427.04,0
HUL-216252F-C744,RAMKRISHNA STORE(BAG BAZAR)-F-D,YES,0,,Soumik Ghosh,F-BAG BAZAR,530.48,1106.08
HUL-217701D-P13297,RAMKRISHNA STORES(B)-D,YES,0,,0,,0,0
HUL-217701D-P6633,Ramraj Gupta-D,NO,0,,0,,6020.57,0
HUL-217701D-P13170,RANI ENTERPRISE-D,NO,0,,0,,1146.17,0
HUL-217701D-P12260,RANI STORES-D,YES,Sunil Mullick,D-INDIA EXCHANGE PLACE_COMM,Soumik Ghosh,F-INDIA EXCH. PLACE,4189.68,0
HUL-217085D-PAR506,Ranjan Kr. Gupta-D-D,YES,Anjan Sarkar,D-NATUN BAZAR-2,Soumik Ghosh,F-NATUNBAZAR 2,5584.15,2998.42
HUL-217701D-P17766,Ranjan Tea Company-D,NO,0,,Md. Asraf Ashraf,F-DAL PATTY,5831.02,0
HUL-217701D-P15338,Ranjeeta Stores-D,NO,Sandip Saha,D-DURGA CHARAN MITRA STREET,Debojyoti Ghosh,F-D C M STREET,6331.55,0
HUL-217701D-P21539,Ranjit Paul-D,NO,0,,0,,0,0
HUL-217701D-P22120,Ranjit Sing-D,YES,Anjan Sarkar,D-R.D.SARKAR_COMM,0,,1692.6,0
HUL-217701P22444,Ranjit Store,NO,0,,0,,0,0
HUL-217085D-P1332,RANJIT STORES (KHOTTA BZ)-D-D,YES,Sourav Das,D-KHOTTA BAZAR,Debojyoti Ghosh,F-KHOTTA BAZAR,6264.64,1015.25
HUL-217432D-R101,RATAN BHANDER-D-D,YES,Deepak Kumar Patel,D-GUR PATTY,0,,699.93,8906.21
HUL-217701D-P11317,reaz modi-D,YES,S K Islam,D-BOW STREET (1)_COMM,Koina Prasad,F- BOW STREET 1,7901.6,1357.46
HUL-217085D-PAR423,REBA SADHUKHAN.-D-D,YES,Sunil Mullick,D-BAGBAZAR,Soumik Ghosh,F-BAG BAZAR,18475.9,6231.45
HUL-217701P22423,REBATI BHANDER,YES,0,,0,,0,0
HUL-217701D-P13145,RIDDHI SIDDHI STORES-D,YES,Sourav Das,D-MECHUA 2,Rajesh Karmakar,F-MECHUA 2,2754.93,518.52
HUL-217701D-P10837,RIDDHI SIDDHI-D,YES,0,,0,,1117.91,0
HUL-217701D-P15218,Rishi Enterprise-D,YES,Sourav Das,D-MECHUA 1,0,,1522.72,0
HUL-217701D-P14319,RITA-D,YES,Anjan Sarkar,D-M M TOLA 2,Rajesh Karmakar,F-M.M.TOLA 2,2627.08,0
HUL-217701D-P11217,RITU SINGH-D,YES,S K Islam,D-HASTINGS,0,,1658.11,2170.9
HUL-217085D-PAR467,RKPramanik(si)-D-D,YES,Sunil Mullick,D-AHARITOLA,0,,1684.46,0
HUL-217701D-P21602,ROSHOD-D,NO,0,,0,,799.92,0
HUL-217085D-PAR510,ROSSON BHANDER-D-D,YES,Sunil Mullick,D-INDIA EXCHANGE PLACE_COMM,Soumik Ghosh,F-INDIA EXCH. PLACE,8802.83,1052.64
HUL-217701D-P11990,RUPNATH STORES-D,YES,Sandip Saha,D-B. M STREET,Debojyoti Ghosh,F-B M STREET,3936.56,0
HUL-217701D-P16929,S B STORES-D,YES,Anjan Sarkar,D-RAM MANDIR,Koina Prasad,F-RAM MANDIR,1312.33,1737.55
HUL-217085P-P3564,S C GHOSH-P-D,YES,Anjan Sarkar,D-NATUN BAZAR-2,Soumik Ghosh,F-NATUNBAZAR 2,10412.77,1812.81
HUL-217701D-P21336,S D ENTERPRISE-D,NO,Sanjay Das,D-Canning 3,0,,133046.74,4320
HUL-217701D-P9971,S DAS -D,YES,Sandip Saha,D-DURGA CHARAN MITRA STREET,Rajesh Karmakar,F-DURGA CHARAN MITRA STREET,1887.57,1065.24
HUL-217085D-P681,S Dutta-D-D,YES,Sunil Mullick,D-KALAKAR STREET 2,Rajesh Karmakar,F-KALAKAR STREET 2,9771.66,0
HUL-217701D-P11142,S HALDER-D,YES,0,,0,,832.23,2222.65
HUL-217701D-P17123,S K Enterprise-U2NC,YES,Subir Mondal,D-JORABAGAN ST,0,,894.9,503.52
HUL-217701D-P13645,S K GUPTA-D,YES,0,,Debojyoti Ghosh,F-CHATU BABU BAZAR,753.72,0
HUL-217085D-P1361,S K JAISWAL-D-D,YES,Sourav Das,D-ZAKARIA STREET,Koina Prasad,F-M.G.ROAD,7387.21,1738.06
HUL-217085D-P817,S K NIZAMUDDIN-D-D,YES,Sourav Das,D-ZAKARIA STREET,Rajesh Karmakar,F-COLOOTOLA,5818.5,1105.59
HUL-217085D-PAR524,S K Panda-D-D,YES,Sourav Das,D-KHOTTA BAZAR,0,,4507.73,0
HUL-217085D-PAR525,S K Saha(NATUN2)-D-D,YES,Sunil Mullick,D-R.D.STREET_COMM,Debojyoti Ghosh,F-R D STREET,552.34,0
HUL-217085D-PAR526,S K Saha(NIMTALA)-D-D,YES,Sandip Saha,D-NIMTALA GHAT STREET,Soumik Ghosh,F- NIMTALA GHAT STREET,18656.3,2609.29
HUL-217085D-P807,S K Salim & Sons-D-D,YES,Subir Mondal,D-COLOOTOLA PHEARS LANE,0,,7249.38,0
HUL-217085D-PAR527,S K SHAW-D-D,YES,Anjan Sarkar,D-R.D.SARKAR_COMM,Soumik Ghosh,F- R.D.SARKAR STREET,8446.39,10571.11
HUL-217701D-P16223,S K STORES-D,NO,Sunil Mullick,D-KALAKAR STREET 2,0,,0,0
HUL-217085D-PAR529,S Laha-D-D,YES,Sandip Saha,D-CHATTUBABU BAZAR,Debojyoti Ghosh,F-CHATU BABU BAZAR,3143.58,1175.55
HUL-217085D-PAR301,S N Basak & Sons.-D-D,YES,Sandip Saha,D-CHATTUBABU BAZAR,Debojyoti Ghosh,F-CHATU BABU BAZAR,2055.46,0
HUL-217701D-P4543,S N CHOWRASIA--IC-D,YES,Sandip Saha,D-KALAKAR STREET,0,,1115.03,0
HUL-217085D-PAR213,S N Saha-D-D,YES,Sandip Saha,D-NIMTALA GHAT STREET,Soumik Ghosh,F- NIMTALA GHAT STREET,5292.54,1551.21
HUL-217701D-P11450,S P DAS-D,YES,Subir Mondal,D- NATUN BAZAR 3,Md. Asraf Ashraf,F-NATUNBAZAR 1,7489.7,0
HUL-217701D-P10997,S R LAHA-D,YES,Sunil Mullick,D-BAGBAZAR,Soumik Ghosh,F-BAG BAZAR,1290.91,0
HUL-217701D-P13815,S RANA-D,YES,0,,0,,879.2,0
HUL-217701D-P12445,S S STORES-D,YES,Sandip Saha,D-B. M STREET,0,,3147.69,0
HUL-217701D-P8901,S Shaw-D,NO,0,,0,,0,0
HUL-217701D-P7655,S SHAW-D,YES,Sandip Saha,D-B. M STREET,0,,1963.88,0
HUL-217701D-P22326,S. K. STORES-D,NO,Sanjay Das,D-Canning 3,0,,0,0
HUL-217432D-S001,S.A.TRADING CO.-D-D,YES,Sanjay Das,D-CANNING STREET 1,0,,0,0
HUL-217085D-P1223,"S.B,S STAFF. CO.OP. STORES LTD.-D-D",NO,S K Islam,D-HASTINGS,Soumik Ghosh,F-HASTINGS EXTRA,111939.82,0
HUL-217701D-P14972,S.K. Singh-D,NO,Sunil Mullick,D-BAGBAZAR,0,,2629.69,0
HUL-217701D-P11587,S.K.ENTERPRISE-D,NO,0,,0,,0,0
HUL-217701D-P10877,S.K.STORE-D,YES,0,,0,,8527.37,0
WB70000702072,S.S. ENTERPRISE-D-D,NO,0,,0,,676.48,0
WB70000750278,SABITA STORE-F-D,YES,0,,Md. Asraf Ashraf,F-RAJA KATRA,3577.24,0
WB70000750308,SABITRI BHANDER-F-D,YES,0,,Md. Asraf Ashraf,F-DAL PATTY,32108.54,0
HUL-217085D-PAR542,SABITRISTORES-D-D,YES,Anjan Sarkar,D-M M TALA_COMM,Debojyoti Ghosh,F-M M TALA,3375.97,0
HUL-217701D-P10947,SADANADA PRASAD-D,YES,Anjan Sarkar,D-RAM MANDIR,Koina Prasad,F-RAM MANDIR,1284.5,0
WB70000721392,Sadananda Sen & Brothers-D_U2NC,NO,0,,0,,899.72,0
HUL-217701D-P10972,SADHAN KR.DEY-D,YES,Sandip Saha,D-DURGA CHARAN MITRA STREET,Rajesh Karmakar,F-DURGA CHARAN MITRA STREET,7266.64,5525.96
HUL-217701D-P6772,Sagar Raxhit-D-D,YES,Anjan Sarkar,D-NATUN BAZAR-2,Soumik Ghosh,F-NATUNBAZAR 2,4995.83,0
HUL-217085D-P1041,SAGHAR-D-D,YES,Sunil Mullick,D-AHARITOLA,Soumik Ghosh,F- AHIRITOLA STREET,472.75,0
HUL-217701D-P17340,SAGOR STORES-D,NO,0,,0,,730.94,0
HUL-217085D-PAR345,SAHA STORES(BM ST)-D-D,NO,S K Islam,D-B K PAUL,0,,1572.14,0
HUL-217085D-P1119,SAHA STORES(BOW 1)-D-D,YES,S K Islam,D-BOW STREET (1)_COMM,Koina Prasad,F- BOW STREET 1,7051.76,1273.98
HUL-217701D-P15901,Saha Stores-D,NO,0,,0,,0,0
HUL-217085D-P804,Sahi Perfumy Stores-D-D,YES,Subir Mondal,D-COLOOTOLA PHEARS LANE,Rajesh Karmakar,F-COLOOTOLA,6528.76,0
